from,to,sent_diff,created_at
user_1399,user_127,-1,2015-05-16T13:00:04Z
user_1416,user_127,2,2015-05-20T19:56:15Z
user_1300,user_128,-1,2015-05-11T21:42:14Z
user_1111,user_129,4,2015-05-11T13:06:08Z
user_1121,user_129,1,2015-05-10T13:39:21Z
user_1272,user_129,1,2015-05-12T16:57:26Z
user_1439,user_129,-1,2015-05-10T08:48:31Z
user_1488,user_129,0,2015-05-15T21:41:18Z
user_1115,user_130,1,2015-05-10T08:54:08Z
user_1348,user_130,2,2015-05-19T19:23:24Z
user_1224,user_131,2,2015-05-07T12:37:49Z
user_1272,user_131,2,2015-05-14T23:48:41Z
user_1405,user_131,0,2015-05-14T15:45:53Z
user_1224,user_132,1,2015-05-20T11:17:53Z
user_1408,user_132,1,2015-05-16T16:17:42Z
user_1419,user_132,1,2015-05-15T13:10:45Z
user_1122,user_133,-2,2015-05-16T19:03:04Z
user_1168,user_133,0,2015-05-20T07:23:18Z
user_1328,user_133,-0,2015-05-08T21:16:14Z
user_1403,user_133,-2,2015-05-11T22:31:20Z
user_1468,user_133,-2,2015-05-06T16:36:45Z
user_1154,user_134,-3,2015-05-19T19:01:11Z
user_1319,user_134,0,2015-05-08T15:08:05Z
user_1161,user_136,1,2015-05-19T19:54:02Z
user_1184,user_136,2,2015-05-13T00:41:40Z
user_1295,user_136,-1,2015-05-14T18:19:15Z
user_1484,user_136,2,2015-05-14T14:43:09Z
user_1182,user_137,0,2015-05-16T16:56:27Z
user_1405,user_137,-1,2015-05-19T14:19:41Z
user_1468,user_138,-3,2015-05-19T15:39:21Z
user_1180,user_140,4,2015-05-10T09:24:52Z
user_1397,user_140,1,2015-05-14T13:32:01Z
user_1464,user_140,3,2015-05-13T06:35:17Z
user_1472,user_140,3,2015-05-15T14:13:42Z
user_1156,user_141,-2,2015-05-10T11:18:28Z
user_1425,user_141,3,2015-05-17T09:32:50Z
user_1108,user_142,3,2015-05-19T06:08:35Z
user_1267,user_142,-2,2015-05-14T17:45:12Z
user_1272,user_142,2,2015-05-09T16:00:06Z
user_1310,user_142,0,2015-05-18T00:15:56Z
user_1302,user_143,-1,2015-05-20T18:41:27Z
user_1156,user_145,0,2015-05-07T20:40:59Z
user_1191,user_145,2,2015-05-15T08:38:18Z
user_1314,user_145,3,2015-05-17T11:58:08Z
user_1434,user_145,2,2015-05-20T11:59:31Z
user_1487,user_145,1,2015-05-21T12:12:17Z
user_1137,user_147,1,2015-05-20T19:37:53Z
user_1295,user_147,2,2015-05-19T21:33:28Z
user_1395,user_147,0,2015-05-13T20:32:03Z
user_1432,user_147,1,2015-05-21T12:59:21Z
user_1479,user_147,2,2015-05-08T12:37:20Z
user_1140,user_148,1,2015-05-17T09:04:39Z
user_1140,user_149,3,2015-05-19T15:34:56Z
user_1136,user_150,2,2015-05-14T14:32:29Z
user_1157,user_150,3,2015-05-19T06:54:13Z
user_1205,user_151,0,2015-05-20T09:12:56Z
user_1277,user_151,0,2015-05-14T13:38:17Z
user_1463,user_151,1,2015-05-13T00:07:44Z
user_1171,user_152,-1,2015-05-16T21:58:55Z
user_1183,user_152,-1,2015-05-12T21:37:03Z
user_1364,user_152,0,2015-05-21T14:51:32Z
user_1367,user_152,-3,2015-05-20T10:53:05Z
user_1343,user_153,0,2015-05-11T08:36:47Z
user_1228,user_154,-2,2015-05-16T01:26:48Z
user_1327,user_154,-2,2015-05-16T21:23:57Z
user_1263,user_155,-3,2015-05-18T21:14:34Z
user_1177,user_157,-1,2015-05-10T09:57:16Z
user_1439,user_157,-2,2015-05-21T20:55:01Z
user_1473,user_157,-2,2015-05-19T11:01:41Z
user_1476,user_158,-1,2015-05-06T08:21:40Z
user_1280,user_159,3,2015-05-12T13:05:28Z
user_1135,user_160,2,2015-05-11T21:06:31Z
user_1308,user_160,1,2015-05-14T18:10:24Z
user_1324,user_160,1,2015-05-14T10:51:56Z
user_1417,user_160,2,2015-05-21T17:20:49Z
user_1202,user_161,2,2015-05-11T20:40:04Z
user_1381,user_161,2,2015-05-19T11:53:52Z
user_1389,user_161,2,2015-05-06T11:00:27Z
user_1399,user_161,-3,2015-05-16T14:14:36Z
user_1162,user_162,0,2015-05-08T10:20:32Z
user_1175,user_162,1,2015-05-08T18:05:52Z
user_1463,user_163,1,2015-05-16T08:54:02Z
user_1201,user_165,-0,2015-05-15T19:02:25Z
user_1336,user_165,3,2015-05-16T20:14:24Z
user_1496,user_165,-1,2015-05-11T14:39:40Z
user_1182,user_167,4,2015-05-09T09:40:03Z
user_1261,user_167,3,2015-05-12T13:22:13Z
user_1359,user_167,-3,2015-05-17T04:03:17Z
user_1448,user_168,-2,2015-05-19T08:28:19Z
user_1187,user_169,0,2015-05-13T11:08:13Z
user_1409,user_170,4,2015-05-20T14:29:48Z
user_1162,user_171,3,2015-05-19T21:00:05Z
user_1460,user_171,4,2015-05-07T15:26:22Z
user_1296,user_172,2,2015-05-11T21:38:27Z
user_1370,user_172,-1,2015-05-21T21:36:57Z
user_1491,user_172,-0,2015-05-13T05:57:49Z
user_1404,user_175,-2,2015-05-21T09:50:50Z
user_1252,user_176,1,2015-05-21T14:00:18Z
user_1148,user_177,4,2015-05-17T21:06:26Z
user_1155,user_177,-1,2015-05-09T12:29:28Z
user_1498,user_177,1,2015-05-14T12:07:07Z
user_1105,user_179,1,2015-05-17T23:16:59Z
user_1192,user_180,0,2015-05-12T20:57:47Z
user_1221,user_180,2,2015-05-21T17:54:05Z
user_1371,user_181,1,2015-05-19T12:47:14Z
user_1239,user_182,0,2015-05-21T23:53:14Z
user_1394,user_184,2,2015-05-11T11:30:50Z
user_1283,user_185,-2,2015-05-19T00:17:00Z
user_1268,user_186,-3,2015-05-18T21:34:55Z
user_1292,user_186,-3,2015-05-19T21:15:15Z
user_1375,user_186,-2,2015-05-21T14:30:16Z
user_1316,user_188,-0,2015-05-20T08:18:45Z
user_1357,user_189,-0,2015-05-08T00:43:39Z
user_1404,user_189,4,2015-05-14T16:02:24Z
user_1164,user_190,1,2015-05-17T13:06:48Z
user_1299,user_191,0,2015-05-13T07:18:58Z
user_1358,user_191,-2,2015-05-13T21:23:19Z
user_1439,user_191,1,2015-05-11T07:11:09Z
user_1494,user_191,-1,2015-05-18T14:45:51Z
user_1284,user_192,1,2015-05-11T18:32:59Z
user_1351,user_192,4,2015-05-21T18:51:17Z
user_1254,user_193,2,2015-05-08T18:20:29Z
user_1228,user_194,4,2015-05-12T09:49:40Z
user_1231,user_194,-1,2015-05-06T09:46:33Z
user_1321,user_194,3,2015-05-13T21:01:54Z
user_1413,user_195,-1,2015-05-12T12:43:47Z
user_1342,user_196,1,2015-05-19T21:56:38Z
user_1225,user_197,-4,2015-05-11T22:31:28Z
user_1203,user_198,0,2015-05-11T10:16:25Z
user_1284,user_198,0,2015-05-15T09:32:17Z
user_1146,user_200,4,2015-05-14T16:36:48Z
user_1125,user_201,-1,2015-05-12T22:13:30Z
user_1186,user_201,-3,2015-05-11T12:25:27Z
user_1265,user_201,-4,2015-05-17T01:05:14Z
user_1328,user_201,-4,2015-05-14T13:26:10Z
user_1341,user_201,-3,2015-05-18T18:43:42Z
user_1435,user_201,-4,2015-05-20T13:04:29Z
user_1277,user_203,2,2015-05-14T23:04:31Z
user_1441,user_203,0,2015-05-16T14:20:16Z
user_1297,user_204,3,2015-05-16T00:20:43Z
user_1377,user_204,3,2015-05-12T19:13:18Z
user_1381,user_204,-2,2015-05-20T07:52:59Z
user_1429,user_204,2,2015-05-20T22:46:54Z
user_1198,user_205,-1,2015-05-09T11:55:13Z
user_1210,user_205,3,2015-05-18T08:33:56Z
user_1341,user_205,-2,2015-05-19T13:08:25Z
user_1429,user_206,1,2015-05-11T21:41:01Z
user_1102,user_207,2,2015-05-19T21:09:57Z
user_1214,user_207,2,2015-05-16T16:34:11Z
user_1367,user_207,3,2015-05-17T20:30:15Z
user_1342,user_208,3,2015-05-07T15:53:28Z
user_1482,user_208,1,2015-05-20T09:50:30Z
user_1372,user_209,-4,2015-05-09T14:57:46Z
user_1380,user_209,-0,2015-05-16T14:56:12Z
user_1388,user_209,-4,2015-05-14T21:27:26Z
user_1325,user_211,2,2015-05-18T08:04:27Z
user_1339,user_211,-3,2015-05-19T21:38:38Z
user_1408,user_211,2,2015-05-07T21:52:30Z
user_1414,user_211,3,2015-05-18T06:46:27Z
user_1201,user_212,3,2015-05-19T17:07:35Z
user_1230,user_212,2,2015-05-21T14:08:44Z
user_1284,user_212,-0,2015-05-16T22:51:58Z
user_1415,user_212,-3,2015-05-21T10:39:11Z
user_1120,user_213,-3,2015-05-12T08:20:27Z
user_1276,user_213,-3,2015-05-06T22:19:20Z
user_1467,user_213,-3,2015-05-20T22:20:18Z
user_1271,user_214,-3,2015-05-15T21:50:05Z
user_1383,user_214,-4,2015-05-19T15:22:43Z
user_1389,user_214,-2,2015-05-16T18:14:25Z
user_1232,user_217,3,2015-05-19T21:41:45Z
user_1256,user_217,0,2015-05-15T13:58:18Z
user_1353,user_217,1,2015-05-10T13:21:56Z
user_1269,user_219,-1,2015-05-19T21:09:13Z
user_1405,user_221,-0,2015-05-17T14:20:12Z
user_1314,user_223,-3,2015-05-07T07:45:02Z
user_1373,user_223,2,2015-05-12T09:34:32Z
user_1435,user_223,2,2015-05-11T20:09:45Z
user_1226,user_224,-2,2015-05-19T10:35:31Z
user_1113,user_225,3,2015-05-18T20:54:56Z
user_1367,user_225,1,2015-05-10T14:00:09Z
user_1378,user_226,2,2015-05-11T20:39:28Z
user_1150,user_227,0,2015-05-18T12:11:04Z
user_1184,user_227,-2,2015-05-19T20:25:32Z
user_1228,user_227,1,2015-05-16T08:16:58Z
user_1352,user_227,1,2015-05-14T20:28:13Z
user_1462,user_227,3,2015-05-20T17:49:47Z
user_1120,user_228,-1,2015-05-21T20:09:41Z
user_1304,user_228,4,2015-05-17T16:23:18Z
user_1142,user_229,0,2015-05-13T10:20:13Z
user_1245,user_229,1,2015-05-12T09:54:17Z
user_1348,user_229,1,2015-05-11T15:05:17Z
user_1148,user_230,-2,2015-05-21T10:38:52Z
user_1435,user_230,2,2015-05-13T12:31:51Z
user_1193,user_231,2,2015-05-18T10:04:45Z
user_1416,user_233,2,2015-05-09T10:34:04Z
user_1105,user_235,1,2015-05-14T08:08:54Z
user_1410,user_236,-3,2015-05-17T22:12:31Z
user_1495,user_236,1,2015-05-11T13:15:49Z
user_1195,user_237,-2,2015-05-14T10:01:46Z
user_1198,user_237,-1,2015-05-20T21:58:58Z
user_1345,user_237,-3,2015-05-07T16:26:03Z
user_1237,user_238,-4,2015-05-14T09:28:56Z
user_1271,user_238,-0,2015-05-15T19:17:15Z
user_1318,user_238,-4,2015-05-15T08:32:31Z
user_1423,user_238,-3,2015-05-21T06:09:43Z
user_1420,user_239,-0,2015-05-14T21:26:15Z
user_1318,user_241,1,2015-05-13T14:33:27Z
user_1142,user_242,2,2015-05-14T13:57:22Z
user_1203,user_242,-1,2015-05-15T16:06:24Z
user_1121,user_243,-0,2015-05-16T18:31:31Z
user_1118,user_244,2,2015-05-15T17:59:58Z
user_1282,user_244,1,2015-05-13T10:07:10Z
user_1422,user_244,3,2015-05-21T08:56:06Z
user_1171,user_245,2,2015-05-21T06:47:44Z
user_1467,user_246,2,2015-05-17T21:34:53Z
user_1102,user_247,3,2015-05-11T15:50:46Z
user_1130,user_247,2,2015-05-20T09:55:29Z
user_1344,user_247,-0,2015-05-18T19:54:26Z
user_1332,user_248,1,2015-05-11T18:33:57Z
user_1372,user_248,0,2015-05-20T08:52:48Z
user_1415,user_248,3,2015-05-16T00:42:56Z
user_1478,user_248,2,2015-05-15T10:04:46Z
user_1489,user_248,2,2015-05-20T08:55:15Z
user_1152,user_249,-1,2015-05-20T21:07:13Z
user_1190,user_249,-4,2015-05-18T21:44:32Z
user_1214,user_249,-3,2015-05-19T20:54:27Z
user_1228,user_249,-1,2015-05-15T10:00:49Z
user_1417,user_249,-0,2015-05-15T20:33:06Z
user_1468,user_249,-1,2015-05-07T21:46:28Z
user_1439,user_251,-4,2015-05-09T16:50:16Z
user_1297,user_252,1,2015-05-09T22:54:20Z
user_1344,user_252,4,2015-05-10T12:55:57Z
user_1266,user_254,2,2015-05-20T19:59:01Z
user_1351,user_254,2,2015-05-06T18:59:28Z
user_1194,user_255,2,2015-05-07T21:16:02Z
user_1231,user_255,-3,2015-05-18T11:38:46Z
user_1240,user_255,-2,2015-05-11T18:09:04Z
user_1409,user_255,-3,2015-05-15T16:52:20Z
user_1496,user_255,1,2015-05-20T20:47:23Z
user_1113,user_256,3,2015-05-16T17:19:28Z
user_1405,user_256,-0,2015-05-21T06:58:24Z
user_1459,user_256,-2,2015-05-11T00:13:54Z
user_1122,user_257,0,2015-05-19T12:34:36Z
user_1188,user_257,2,2015-05-10T20:18:43Z
user_1224,user_257,2,2015-05-06T12:00:38Z
user_1430,user_257,3,2015-05-16T13:30:15Z
user_1277,user_258,-4,2015-05-20T14:35:54Z
user_1147,user_259,-2,2015-05-15T11:16:17Z
user_1341,user_259,-1,2015-05-21T10:51:23Z
user_1198,user_261,-2,2015-05-16T19:59:57Z
user_1313,user_261,-1,2015-05-14T09:55:30Z
user_1150,user_262,1,2015-05-19T13:50:45Z
user_1154,user_262,1,2015-05-06T22:52:42Z
user_1396,user_263,2,2015-05-18T08:16:59Z
user_1409,user_263,4,2015-05-19T12:19:02Z
user_1156,user_264,-0,2015-05-18T17:34:45Z
user_1159,user_264,3,2015-05-20T21:16:32Z
user_1279,user_264,4,2015-05-20T14:30:58Z
user_1187,user_265,1,2015-05-17T10:11:27Z
user_1188,user_265,-1,2015-05-10T15:06:04Z
user_1212,user_266,1,2015-05-11T16:51:31Z
user_1153,user_267,-2,2015-05-12T12:05:57Z
user_1177,user_267,-3,2015-05-21T02:55:33Z
user_1223,user_268,2,2015-05-15T10:51:42Z
user_1214,user_269,-1,2015-05-12T14:00:01Z
user_1434,user_269,4,2015-05-16T14:56:12Z
user_1173,user_270,-2,2015-05-14T12:55:19Z
user_1271,user_270,2,2015-05-11T11:33:47Z
user_1280,user_270,4,2015-05-21T14:12:02Z
user_1354,user_270,-0,2015-05-15T21:29:41Z
user_1406,user_271,1,2015-05-20T22:59:27Z
user_1456,user_271,-0,2015-05-18T12:55:38Z
user_1316,user_272,2,2015-05-10T18:36:50Z
user_1429,user_272,-2,2015-05-16T12:54:58Z
user_1217,user_276,4,2015-05-21T21:58:35Z
user_1241,user_276,0,2015-05-13T20:03:41Z
user_1362,user_276,1,2015-05-18T06:17:04Z
user_1143,user_277,-1,2015-05-11T22:44:58Z
user_1260,user_277,-4,2015-05-11T21:38:19Z
user_1278,user_280,1,2015-05-12T18:57:30Z
user_1374,user_280,0,2015-05-13T22:48:58Z
user_1393,user_280,0,2015-05-15T07:26:59Z
user_1477,user_280,0,2015-05-11T15:11:47Z
user_1116,user_281,-2,2015-05-20T00:25:46Z
user_1117,user_281,2,2015-05-09T10:44:29Z
user_1263,user_281,3,2015-05-16T12:24:25Z
user_1316,user_281,1,2015-05-14T00:08:41Z
user_1353,user_281,0,2015-05-15T22:13:28Z
user_1126,user_282,0,2015-05-14T09:51:17Z
user_1191,user_282,4,2015-05-19T16:14:42Z
user_1246,user_285,1,2015-05-17T23:09:07Z
user_1279,user_285,2,2015-05-20T19:29:47Z
user_1340,user_285,2,2015-05-07T09:42:46Z
user_1149,user_286,-0,2015-05-21T12:57:38Z
user_1204,user_287,2,2015-05-07T09:53:56Z
user_1269,user_288,2,2015-05-21T21:22:21Z
user_1275,user_289,-0,2015-05-09T13:13:31Z
user_1275,user_290,1,2015-05-09T22:36:12Z
user_1346,user_290,-2,2015-05-15T08:58:38Z
user_1133,user_291,-1,2015-05-08T19:44:13Z
user_1260,user_291,-4,2015-05-19T14:13:36Z
user_1146,user_292,-2,2015-05-18T09:41:56Z
user_1242,user_292,0,2015-05-15T06:13:27Z
user_1480,user_292,-2,2015-05-20T23:00:40Z
user_1204,user_293,-3,2015-05-15T23:19:35Z
user_1242,user_293,-3,2015-05-19T16:37:34Z
user_1250,user_294,-3,2015-05-08T10:30:01Z
user_1263,user_294,-3,2015-05-19T10:25:34Z
user_1274,user_294,-2,2015-05-13T20:17:34Z
user_1419,user_294,-4,2015-05-21T15:27:23Z
user_1114,user_295,1,2015-05-13T19:30:45Z
user_1120,user_295,-2,2015-05-21T16:04:48Z
user_1167,user_295,4,2015-05-14T08:15:58Z
user_1240,user_295,2,2015-05-21T09:31:29Z
user_1157,user_296,-2,2015-05-21T14:51:54Z
user_1216,user_296,2,2015-05-13T18:54:57Z
user_1275,user_296,-2,2015-05-20T05:47:11Z
user_1346,user_296,3,2015-05-14T15:52:11Z
user_1335,user_298,-0,2015-05-14T13:38:34Z
user_1411,user_298,2,2015-05-20T06:38:20Z
user_1159,user_299,1,2015-05-07T22:51:57Z
user_1189,user_299,1,2015-05-14T14:32:29Z
user_1215,user_299,4,2015-05-10T11:51:44Z
user_1435,user_299,2,2015-05-08T10:36:16Z
user_1321,user_300,1,2015-05-21T12:14:04Z
user_1479,user_300,0,2015-05-08T12:18:34Z
user_1395,user_301,-4,2015-05-08T21:44:59Z
user_1500,user_301,-1,2015-05-17T14:41:57Z
user_1160,user_304,1,2015-05-06T14:33:56Z
user_1171,user_305,2,2015-05-18T10:22:48Z
user_1332,user_305,1,2015-05-19T21:02:35Z
user_1360,user_305,3,2015-05-13T17:22:51Z
user_1417,user_305,1,2015-05-18T15:26:54Z
user_1286,user_306,-0,2015-05-14T16:41:39Z
user_1293,user_306,3,2015-05-08T16:58:12Z
user_1352,user_306,3,2015-05-06T11:40:25Z
user_1262,user_307,0,2015-05-17T00:50:42Z
user_1139,user_308,-1,2015-05-20T19:22:06Z
user_1141,user_308,-3,2015-05-08T23:55:54Z
user_1310,user_308,-1,2015-05-20T06:25:57Z
user_1342,user_308,-1,2015-05-14T10:59:47Z
user_1426,user_308,-2,2015-05-20T19:36:28Z
user_1214,user_309,-1,2015-05-08T18:04:34Z
user_1275,user_309,4,2015-05-19T13:57:08Z
user_1357,user_309,-3,2015-05-19T21:13:58Z
user_1295,user_311,-1,2015-05-10T17:04:20Z
user_1360,user_311,2,2015-05-19T19:20:07Z
user_1144,user_312,-2,2015-05-14T08:11:37Z
user_1362,user_312,-1,2015-05-17T10:19:56Z
user_1165,user_313,-0,2015-05-07T11:37:31Z
user_1366,user_313,1,2015-05-21T06:35:23Z
user_1110,user_314,0,2015-05-12T07:29:33Z
user_1159,user_314,-2,2015-05-14T07:51:54Z
user_1384,user_314,0,2015-05-20T08:44:14Z
user_1324,user_315,-2,2015-05-21T10:51:23Z
user_1117,user_316,1,2015-05-06T22:12:06Z
user_1387,user_316,4,2015-05-08T19:34:11Z
user_1427,user_316,-0,2015-05-17T12:58:12Z
user_1332,user_317,1,2015-05-11T22:52:28Z
user_1317,user_318,2,2015-05-18T09:46:49Z
user_1378,user_318,2,2015-05-20T12:52:24Z
user_1443,user_318,1,2015-05-14T15:51:45Z
user_1419,user_319,-2,2015-05-14T19:18:31Z
user_1305,user_320,0,2015-05-18T16:08:43Z
user_1373,user_320,1,2015-05-16T22:10:06Z
user_1294,user_322,2,2015-05-19T08:29:08Z
user_1341,user_322,1,2015-05-09T12:52:34Z
user_1360,user_322,-1,2015-05-12T12:58:29Z
user_1414,user_322,2,2015-05-19T20:42:23Z
user_1351,user_324,4,2015-05-21T11:47:14Z
user_1112,user_325,4,2015-05-14T06:19:22Z
user_1287,user_325,3,2015-05-13T21:55:36Z
user_1132,user_326,0,2015-05-06T12:32:32Z
user_1168,user_326,0,2015-05-18T13:32:39Z
user_1222,user_326,3,2015-05-11T21:49:34Z
user_1332,user_326,-2,2015-05-21T12:22:22Z
user_1128,user_327,4,2015-05-13T09:17:52Z
user_1202,user_327,-3,2015-05-19T17:05:08Z
user_1392,user_327,1,2015-05-16T15:50:44Z
user_1435,user_327,-1,2015-05-17T09:23:08Z
user_1244,user_328,-0,2015-05-21T12:29:30Z
user_1410,user_329,-1,2015-05-21T21:29:50Z
user_1311,user_330,3,2015-05-09T18:18:39Z
user_1368,user_330,2,2015-05-19T19:40:13Z
user_1494,user_330,-0,2015-05-06T13:12:47Z
user_1227,user_331,-0,2015-05-20T22:11:05Z
user_1153,user_332,3,2015-05-16T12:10:20Z
user_1411,user_332,1,2015-05-17T14:42:44Z
user_1244,user_333,1,2015-05-21T10:33:22Z
user_1493,user_333,-3,2015-05-13T09:00:02Z
user_1190,user_334,1,2015-05-17T21:28:04Z
user_1227,user_334,-1,2015-05-18T06:46:28Z
user_1469,user_334,1,2015-05-10T15:35:32Z
user_1380,user_335,3,2015-05-12T08:11:07Z
user_1470,user_335,3,2015-05-09T17:13:41Z
user_1153,user_338,-1,2015-05-15T19:32:30Z
user_1254,user_339,0,2015-05-16T18:11:38Z
user_1167,user_340,-2,2015-05-18T22:15:11Z
user_1230,user_340,3,2015-05-18T21:32:49Z
user_1235,user_340,1,2015-05-15T19:50:59Z
user_1415,user_340,-1,2015-05-14T12:07:42Z
user_1113,user_341,2,2015-05-09T05:36:10Z
user_1378,user_342,-4,2015-05-19T21:48:59Z
user_1496,user_343,-0,2015-05-15T12:42:06Z
user_1477,user_344,-4,2015-05-14T15:01:01Z
user_1113,user_345,-4,2015-05-13T06:28:32Z
user_1119,user_347,2,2015-05-20T14:55:07Z
user_1445,user_347,1,2015-05-10T13:01:49Z
user_1472,user_347,1,2015-05-07T21:12:35Z
user_1474,user_347,2,2015-05-10T15:11:44Z
user_1499,user_349,0,2015-05-10T08:36:07Z
user_1127,user_350,0,2015-05-19T12:14:06Z
user_1240,user_350,1,2015-05-20T17:31:24Z
user_1247,user_350,2,2015-05-15T07:30:55Z
user_1328,user_350,-0,2015-05-15T18:05:02Z
user_1485,user_350,-1,2015-05-12T21:44:33Z
user_1371,user_351,0,2015-05-13T12:33:50Z
user_1417,user_351,3,2015-05-21T15:21:16Z
user_1177,user_352,1,2015-05-19T22:38:13Z
user_1234,user_352,-3,2015-05-20T22:22:46Z
user_1372,user_352,4,2015-05-12T17:31:27Z
user_1128,user_353,-4,2015-05-20T23:17:43Z
user_1255,user_353,-4,2015-05-09T11:02:49Z
user_1308,user_353,1,2015-05-19T12:50:46Z
user_1341,user_353,-4,2015-05-10T15:27:12Z
user_1375,user_353,1,2015-05-10T16:45:23Z
user_1391,user_353,-0,2015-05-21T12:24:48Z
user_1468,user_353,-3,2015-05-11T19:45:43Z
user_1272,user_356,-4,2015-05-18T15:36:25Z
user_1284,user_356,-2,2015-05-20T00:51:45Z
user_1157,user_357,2,2015-05-08T23:14:10Z
user_1189,user_357,-1,2015-05-19T12:07:33Z
user_1359,user_358,-0,2015-05-19T09:33:36Z
user_1111,user_361,-1,2015-05-11T18:02:28Z
user_1431,user_361,-3,2015-05-20T07:56:12Z
user_1163,user_362,-1,2015-05-13T13:32:22Z
user_1251,user_362,4,2015-05-19T05:50:21Z
user_1309,user_362,4,2015-05-20T17:31:47Z
user_1488,user_362,-2,2015-05-17T21:56:46Z
user_1337,user_363,1,2015-05-21T21:44:11Z
user_1380,user_363,1,2015-05-15T10:20:45Z
user_1465,user_363,1,2015-05-14T07:29:22Z
user_1260,user_364,2,2015-05-09T12:33:45Z
user_1251,user_365,-4,2015-05-16T18:05:39Z
user_1292,user_365,2,2015-05-10T12:18:52Z
user_1256,user_366,-1,2015-05-10T19:43:02Z
user_1191,user_368,2,2015-05-11T09:53:46Z
user_1203,user_368,1,2015-05-16T12:13:25Z
user_1245,user_368,3,2015-05-11T19:48:08Z
user_1157,user_370,2,2015-05-14T06:53:28Z
user_1422,user_370,3,2015-05-07T13:15:34Z
user_1395,user_371,-0,2015-05-19T09:59:18Z
user_1448,user_371,1,2015-05-10T20:21:37Z
user_1139,user_372,-0,2015-05-20T14:10:19Z
user_1328,user_372,4,2015-05-13T23:04:32Z
user_1340,user_372,2,2015-05-18T22:21:51Z
user_1378,user_372,3,2015-05-12T08:57:25Z
user_1382,user_372,3,2015-05-11T20:01:03Z
user_1173,user_373,-1,2015-05-20T08:19:32Z
user_1116,user_374,-2,2015-05-19T12:04:44Z
user_1126,user_374,-2,2015-05-06T18:48:26Z
user_1289,user_374,3,2015-05-18T22:34:35Z
user_1240,user_375,2,2015-05-20T15:05:09Z
user_1230,user_376,1,2015-05-19T12:49:21Z
user_1395,user_376,2,2015-05-06T18:32:31Z
user_1192,user_377,2,2015-05-11T19:41:34Z
user_1203,user_377,0,2015-05-19T23:16:33Z
user_1293,user_377,2,2015-05-08T07:46:11Z
user_1399,user_377,-1,2015-05-13T23:48:36Z
user_1215,user_378,-1,2015-05-20T20:05:58Z
user_1242,user_378,-4,2015-05-20T07:30:20Z
user_1157,user_379,-3,2015-05-13T18:51:00Z
user_1264,user_380,0,2015-05-17T13:03:47Z
user_1148,user_381,0,2015-05-18T12:08:03Z
user_1340,user_381,4,2015-05-19T20:57:33Z
user_1372,user_381,-1,2015-05-12T10:44:22Z
user_1173,user_382,1,2015-05-21T14:13:37Z
user_1193,user_382,2,2015-05-09T16:21:17Z
user_1208,user_383,-0,2015-05-20T18:52:04Z
user_1254,user_383,-1,2015-05-11T20:43:19Z
user_1444,user_383,1,2015-05-19T21:04:25Z
user_1391,user_384,-2,2015-05-16T16:26:23Z
user_1214,user_385,-2,2015-05-13T06:30:17Z
user_1385,user_385,1,2015-05-15T16:18:38Z
user_1480,user_386,-1,2015-05-19T12:10:19Z
user_1350,user_387,2,2015-05-20T11:08:46Z
user_1485,user_387,-3,2015-05-20T08:05:34Z
user_1108,user_389,0,2015-05-06T18:33:19Z
user_1183,user_389,0,2015-05-21T13:00:22Z
user_1245,user_389,-2,2015-05-11T12:58:50Z
user_1392,user_389,1,2015-05-16T17:24:14Z
user_1156,user_390,1,2015-05-11T22:07:23Z
user_1285,user_391,-2,2015-05-10T19:53:52Z
user_1377,user_391,-3,2015-05-14T07:56:03Z
user_1441,user_391,-2,2015-05-17T11:32:50Z
user_1179,user_392,-2,2015-05-19T14:37:21Z
user_1494,user_392,3,2015-05-21T00:41:54Z
user_1119,user_393,4,2015-05-19T19:27:44Z
user_1262,user_393,2,2015-05-15T13:32:46Z
user_1333,user_393,2,2015-05-09T18:00:18Z
user_1445,user_393,1,2015-05-19T18:05:15Z
user_1423,user_394,4,2015-05-11T17:54:43Z
user_1481,user_394,0,2015-05-06T10:16:13Z
user_1221,user_396,-1,2015-05-10T13:59:14Z
user_1454,user_396,-1,2015-05-09T14:04:56Z
user_1215,user_397,-4,2015-05-14T19:41:48Z
user_1356,user_397,-3,2015-05-14T21:54:04Z
user_1472,user_397,-0,2015-05-21T20:54:10Z
user_1123,user_398,1,2015-05-21T23:51:53Z
user_1392,user_398,3,2015-05-17T17:44:40Z
user_1139,user_399,-1,2015-05-21T09:10:05Z
user_1413,user_399,-0,2015-05-17T12:42:25Z
user_1456,user_399,-2,2015-05-17T21:19:02Z
user_1493,user_399,0,2015-05-20T11:34:02Z
user_1250,user_400,-4,2015-05-19T10:12:25Z
user_1132,user_401,-4,2015-05-20T19:11:42Z
user_1167,user_401,-4,2015-05-20T20:50:23Z
user_1253,user_401,-0,2015-05-13T17:25:16Z
user_1305,user_401,-3,2015-05-06T09:48:25Z
user_1370,user_401,-2,2015-05-11T18:04:22Z
user_1207,user_402,4,2015-05-16T17:18:00Z
user_1335,user_402,0,2015-05-15T17:08:41Z
user_1251,user_403,-2,2015-05-18T12:34:37Z
user_1408,user_403,-1,2015-05-10T14:27:30Z
user_1468,user_403,-1,2015-05-14T22:02:36Z
user_1133,user_404,1,2015-05-07T11:20:57Z
user_1168,user_404,0,2015-05-16T09:53:34Z
user_1296,user_404,2,2015-05-11T21:15:54Z
user_1391,user_404,1,2015-05-07T11:14:54Z
